id	created_at	updated_at	id_usuario	id_tema	bajo	regular	bueno
2238	NULL	NULL	121	174	10	40	50
2239	NULL	NULL	121	176	10	30	60
2240	NULL	NULL	121	175	5	25	70
2241	NULL	NULL	121	177	5	25	70
2242	NULL	NULL	121	180	30	60	10
2243	NULL	NULL	121	179	10	40	50
2244	NULL	NULL	121	178	10	40	50
2245	NULL	NULL	121	191	25	50	25
2246	NULL	NULL	121	192	10	50	40
2247	NULL	NULL	121	41	10	50	40
2248	NULL	NULL	121	193	25	50	25
2249	NULL	NULL	121	42	20	40	40
2251	NULL	NULL	121	194	10	60	30
2252	NULL	NULL	121	50	10	50	40
2253	NULL	NULL	121	49	15	60	25
2254	NULL	NULL	121	48	10	65	25
2255	NULL	NULL	121	47	15	45	40
2256	NULL	NULL	121	46	10	40	50
2257	NULL	NULL	121	44	5	45	50
2258	NULL	NULL	121	195	35	35	30
2259	NULL	NULL	121	196	20	45	35
2260	NULL	NULL	121	197	15	35	50
2261	NULL	NULL	121	198	25	50	25
2262	NULL	NULL	121	199	15	55	30
2263	NULL	NULL	121	200	50	35	15
2264	NULL	NULL	121	201	30	50	20
2265	NULL	NULL	121	202	30	35	35
2266	NULL	NULL	121	203	20	45	35
2267	NULL	NULL	121	204	20	40	40
2268	NULL	NULL	121	205	15	50	35
2269	NULL	NULL	121	206	15	60	25
2270	NULL	NULL	121	207	20	60	20
2271	NULL	NULL	121	208	20	65	15
2272	NULL	NULL	121	209	25	60	15
2280	NULL	NULL	84	94	30	60	10
2281	NULL	NULL	84	26	40	30	30
2282	NULL	NULL	84	12	20	20	60
2283	NULL	NULL	84	37	10	10	80
2284	NULL	NULL	84	35	20	30	50
2285	NULL	NULL	84	6	0	0	100
2286	NULL	NULL	84	7	10	10	80
2287	NULL	NULL	84	81	10	20	70
2288	NULL	NULL	84	36	20	20	60
2289	NULL	NULL	84	8	10	10	80
2290	NULL	NULL	84	9	10	30	60
2291	NULL	NULL	84	80	30	30	40
2292	NULL	NULL	84	11	0	0	100
2293	NULL	NULL	84	25	50	30	20
2294	NULL	NULL	84	170	70	20	10
2295	NULL	NULL	84	39	30	40	30
2296	NULL	NULL	84	99	10	10	80
2297	NULL	NULL	84	161	30	20	50
2298	NULL	NULL	84	34	10	20	70
2299	NULL	NULL	84	33	40	30	30
2300	NULL	NULL	84	27	60	30	10
2301	NULL	NULL	84	100	70	20	10
2302	NULL	NULL	84	29	70	20	10
2303	NULL	NULL	84	28	60	20	20
2304	NULL	NULL	84	166	70	20	10
2305	NULL	NULL	84	167	80	10	10
2306	NULL	NULL	84	30	70	20	10
2307	NULL	NULL	84	168	60	30	10
2308	NULL	NULL	84	101	50	30	20
2309	NULL	NULL	84	95	40	30	30
2310	NULL	NULL	84	31	70	20	10
2311	NULL	NULL	84	169	80	10	10
2312	NULL	NULL	84	96	80	10	10
2313	NULL	NULL	84	97	20	20	60
2314	NULL	NULL	84	32	70	20	10
2315	NULL	NULL	84	98	40	50	10
2316	NULL	NULL	84	186	80	10	10
2317	NULL	NULL	84	10	70	20	10
2318	NULL	NULL	84	71	60	20	20
2319	NULL	NULL	84	72	50	30	20
2320	NULL	NULL	84	73	20	60	20
2321	NULL	NULL	84	76	50	40	10
2322	NULL	NULL	84	75	50	30	20
2323	NULL	NULL	84	74	40	30	30
2324	NULL	NULL	84	77	40	40	20
2325	NULL	NULL	84	187	70	20	10
2326	NULL	NULL	84	24	20	40	40
2327	NULL	NULL	84	82	30	40	30
2328	NULL	NULL	84	78	30	40	30
2329	NULL	NULL	84	83	40	40	20
2330	NULL	NULL	84	79	40	40	20
2331	NULL	NULL	84	86	30	40	30
2332	NULL	NULL	84	88	50	30	20
2333	NULL	NULL	84	163	60	20	20
2334	NULL	NULL	84	91	70	20	10
2335	NULL	NULL	84	165	60	20	20
2336	NULL	NULL	84	164	20	50	30
2337	NULL	NULL	84	53	70	20	10
2338	NULL	NULL	84	19	40	50	10
2339	NULL	NULL	84	54	70	20	10
2340	NULL	NULL	84	55	30	40	30
2342	NULL	NULL	84	57	50	40	10
2343	NULL	NULL	84	58	70	20	10
2344	NULL	NULL	84	60	70	20	10
2345	NULL	NULL	84	59	60	30	10
2346	NULL	NULL	84	188	70	20	10
2347	NULL	NULL	84	189	50	30	20
2348	NULL	NULL	84	190	60	30	10
2349	NULL	NULL	84	23	50	40	10
2350	NULL	NULL	84	181	10	50	40
2351	NULL	NULL	84	61	30	40	30
2352	NULL	NULL	84	182	50	30	20
2353	NULL	NULL	84	62	60	20	20
2354	NULL	NULL	84	183	50	30	20
2355	NULL	NULL	84	63	40	40	20
2356	NULL	NULL	84	184	50	30	20
2358	NULL	NULL	84	185	50	30	20
2359	NULL	NULL	84	172	40	40	20
2360	NULL	NULL	84	173	70	20	10
2361	NULL	NULL	84	174	40	40	20
2362	NULL	NULL	84	176	60	20	20
2363	NULL	NULL	84	175	50	30	20
2364	NULL	NULL	84	177	40	40	20
2365	NULL	NULL	84	180	60	20	20
2366	NULL	NULL	84	179	40	40	20
2367	NULL	NULL	84	178	20	60	20
2368	NULL	NULL	84	191	30	50	20
2369	NULL	NULL	84	192	70	20	10
2370	NULL	NULL	84	41	40	40	20
2371	NULL	NULL	84	193	50	30	20
2372	NULL	NULL	84	42	50	30	20
2374	NULL	NULL	84	194	50	30	20
2375	NULL	NULL	84	50	70	20	10
2376	NULL	NULL	84	49	60	20	20
2377	NULL	NULL	84	48	30	40	30
2378	NULL	NULL	84	47	10	50	40
2379	NULL	NULL	84	46	30	40	30
2380	NULL	NULL	84	44	40	40	20
2381	NULL	NULL	84	195	70	20	10
2382	NULL	NULL	84	196	60	20	20
2383	NULL	NULL	84	197	40	50	10
2384	NULL	NULL	84	198	80	15	5
2385	NULL	NULL	84	199	50	30	20
2386	NULL	NULL	84	200	60	30	10
2387	NULL	NULL	84	201	70	20	10
2388	NULL	NULL	84	202	50	30	20
2389	NULL	NULL	84	203	30	40	30
2390	NULL	NULL	84	204	30	40	30
2391	NULL	NULL	84	205	60	30	10
2392	NULL	NULL	84	206	40	40	20
2393	NULL	NULL	84	207	30	50	20
2394	NULL	NULL	84	208	40	40	20
2395	NULL	NULL	84	209	40	40	20
2396	NULL	NULL	114	23	65	20	15
2397	NULL	NULL	114	24	65	20	15
2398	NULL	NULL	114	61	40	40	20
2399	NULL	NULL	114	181	35	50	15
2400	NULL	NULL	114	186	35	50	15
2741	NULL	NULL	84	52	40	39	21
2742	NULL	NULL	85	52	19	30	51
2743	NULL	NULL	113	52	39	32	29
2744	NULL	NULL	121	52	21	52	27
2745	NULL	NULL	84	51	48	34	18
2746	NULL	NULL	85	51	20	30	50
2747	NULL	NULL	113	51	40	34	26
2748	NULL	NULL	121	51	23	49	28
2749	NULL	NULL	84	40	47	34	19
2750	NULL	NULL	85	40	18	26	56
2751	NULL	NULL	113	40	35	36	29
2752	NULL	NULL	121	40	19	49	32
2753	NULL	NULL	84	17	50	32	18
2754	NULL	NULL	85	17	19	25	56
2755	NULL	NULL	113	17	34	36	30
2756	NULL	NULL	121	17	18	51	31
2757	NULL	NULL	84	13	51	32	17
2758	NULL	NULL	85	13	20	26	54
2759	NULL	NULL	113	13	33	35	32
2760	NULL	NULL	121	13	24	47	29
2761	NULL	NULL	84	20	49	33	18
2762	NULL	NULL	85	20	19	25	56
2763	NULL	NULL	113	20	30	34	36
2764	NULL	NULL	121	20	21	44	35
2765	NULL	NULL	84	14	49	32	19
2766	NULL	NULL	85	14	19	24	57
2767	NULL	NULL	113	14	32	34	34
2768	NULL	NULL	121	14	19	42	39
2769	NULL	NULL	84	2	46	30	24
2770	NULL	NULL	85	2	18	23	59
2771	NULL	NULL	113	2	31	34	35
2772	NULL	NULL	121	2	17	38	45
2773	NULL	NULL	84	1	48	33	19
2774	NULL	NULL	85	1	19	26	55
2775	NULL	NULL	113	1	34	34	32
2776	NULL	NULL	121	1	20	46	34
2777	NULL	NULL	136	94	30	60	10
2778	NULL	NULL	136	26	40	30	30
2779	NULL	NULL	136	12	20	20	60
2780	NULL	NULL	136	37	10	10	80
2781	NULL	NULL	136	35	20	30	50
2782	NULL	NULL	136	6	0	0	100
2783	NULL	NULL	136	7	10	10	80
2784	NULL	NULL	136	81	10	20	70
2785	NULL	NULL	136	36	20	20	60
2786	NULL	NULL	136	8	10	10	80
2787	NULL	NULL	136	9	10	30	60
2788	NULL	NULL	136	80	30	30	40
2789	NULL	NULL	136	11	0	0	100
2790	NULL	NULL	136	25	50	30	20
2791	NULL	NULL	136	170	70	20	10
2792	NULL	NULL	136	39	30	40	30
2793	NULL	NULL	136	99	10	10	80
2794	NULL	NULL	136	161	30	20	50
2795	NULL	NULL	136	34	10	20	70
2796	NULL	NULL	136	33	40	30	30
2797	NULL	NULL	136	27	60	30	10
2798	NULL	NULL	136	100	70	20	10
2799	NULL	NULL	136	29	70	20	10
2800	NULL	NULL	136	28	60	20	20
2801	NULL	NULL	136	166	70	20	10
2802	NULL	NULL	136	167	80	10	10
2803	NULL	NULL	136	30	70	20	10
2804	NULL	NULL	136	168	60	30	10
2805	NULL	NULL	136	101	50	30	20
2806	NULL	NULL	136	95	40	30	30
2807	NULL	NULL	136	31	70	20	10
2808	NULL	NULL	136	169	80	10	10
2809	NULL	NULL	136	96	80	10	10
2810	NULL	NULL	136	97	20	20	60
2811	NULL	NULL	136	32	70	20	10
2812	NULL	NULL	136	98	40	50	10
2813	NULL	NULL	136	186	80	10	10
2814	NULL	NULL	136	10	70	20	10
2815	NULL	NULL	136	71	2	2	96
2816	NULL	NULL	136	72	2	22	76
2817	NULL	NULL	136	73	22	22	56
2818	NULL	NULL	136	76	32	32	36
2819	NULL	NULL	136	75	32	32	36
2820	NULL	NULL	136	74	32	32	36
2821	NULL	NULL	136	77	40	40	20
2822	NULL	NULL	136	187	70	20	10
2823	NULL	NULL	136	24	20	40	40
2824	NULL	NULL	136	82	30	40	30
2825	NULL	NULL	136	78	30	40	30
2826	NULL	NULL	136	83	40	40	20
2827	NULL	NULL	136	79	40	40	20
2828	NULL	NULL	136	86	30	40	30
2829	NULL	NULL	136	88	50	30	20
2830	NULL	NULL	136	163	60	20	20
2831	NULL	NULL	136	91	70	20	10
2832	NULL	NULL	136	165	60	20	20
2833	NULL	NULL	136	164	20	50	30
2834	NULL	NULL	136	53	70	20	10
2835	NULL	NULL	136	19	40	50	10
2836	NULL	NULL	136	54	70	20	10
2837	NULL	NULL	136	55	30	40	30
2838	NULL	NULL	136	57	50	40	10
2839	NULL	NULL	136	58	70	20	10
2840	NULL	NULL	136	60	70	20	10
2841	NULL	NULL	136	59	60	30	10
2842	NULL	NULL	136	188	70	20	10
2843	NULL	NULL	136	189	50	30	20
2844	NULL	NULL	136	190	60	30	10
2845	NULL	NULL	136	23	50	40	10
2846	NULL	NULL	136	181	10	50	40
2847	NULL	NULL	136	61	30	40	30
2848	NULL	NULL	136	182	50	30	20
2849	NULL	NULL	136	62	60	20	20
2850	NULL	NULL	136	183	50	30	20
2851	NULL	NULL	136	63	40	40	20
2852	NULL	NULL	136	184	50	30	20
2853	NULL	NULL	136	185	50	30	20
2854	NULL	NULL	136	172	40	40	20
2855	NULL	NULL	136	173	70	20	10
2856	NULL	NULL	136	174	40	40	20
2857	NULL	NULL	136	176	60	20	20
2858	NULL	NULL	136	175	50	30	20
2859	NULL	NULL	136	177	40	40	20
2860	NULL	NULL	136	180	60	20	20
2861	NULL	NULL	136	179	40	40	20
2862	NULL	NULL	136	178	20	60	20
2863	NULL	NULL	136	191	30	50	20
2864	NULL	NULL	136	192	70	20	10
2865	NULL	NULL	136	41	40	40	20
2866	NULL	NULL	136	193	50	30	20
2867	NULL	NULL	136	42	50	30	20
2868	NULL	NULL	136	194	50	30	20
2869	NULL	NULL	136	50	70	20	10
2870	NULL	NULL	136	49	60	20	20
2871	NULL	NULL	136	48	30	40	30
2872	NULL	NULL	136	47	10	50	40
2873	NULL	NULL	136	46	30	40	30
2874	NULL	NULL	136	44	40	40	20
2875	NULL	NULL	136	195	70	20	10
2876	NULL	NULL	136	196	60	20	20
2877	NULL	NULL	136	197	40	50	10
2878	NULL	NULL	136	198	80	15	5
2879	NULL	NULL	136	199	50	30	20
2880	NULL	NULL	136	200	60	30	10
2881	NULL	NULL	136	201	70	20	10
2882	NULL	NULL	136	202	50	30	20
2883	NULL	NULL	136	203	30	40	30
2884	NULL	NULL	136	204	30	40	30
2885	NULL	NULL	136	205	60	30	10
2886	NULL	NULL	136	206	40	40	20
2887	NULL	NULL	136	207	30	50	20
2888	NULL	NULL	136	208	40	40	20
2889	NULL	NULL	136	209	40	40	20
2890	NULL	NULL	136	52	40	39	21
2891	NULL	NULL	136	51	48	34	18
2892	NULL	NULL	136	40	47	34	19
2893	NULL	NULL	136	17	50	32	18
2894	NULL	NULL	136	13	51	32	17
2895	NULL	NULL	136	20	49	33	18
2896	NULL	NULL	136	14	49	32	19
2897	NULL	NULL	136	2	46	30	24
2898	NULL	NULL	136	1	48	33	19
2899	NULL	NULL	137	94	0	0	100
2900	NULL	NULL	137	91	0	0	100
2901	NULL	NULL	137	181	5	5	90
2902	NULL	NULL	137	23	90	1	9
2903	NULL	NULL	137	61	25	25	50
2904	NULL	NULL	138	94	10	40	50
2905	NULL	NULL	138	26	5	5	90
2906	NULL	NULL	138	12	10	30	60
2907	NULL	NULL	138	37	20	40	40
