tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
98,3,33,33,20,0,"[100, 0, 0]","[26.3613112725287, 37.790618466807075, 35.84807026066423]","[63.18065563623712, 18.895309233411936, 17.924035130350955]",-1.97142857,1.0,0.263613112725287,1,29
178,3,0,12.5,3,0,"[100, 0, 0]","[18.770847197991138, 38.744111626660626, 42.485041175348236]","[59.38542359899557, 19.372055813330313, 21.242520587674118]",-0.25714286,1.0,0.1877084719799114,1,62
179,3,17,37.5,4,0,"[100, 0, 0]","[23.233243422269283, 31.848107114925973, 44.91864946280476]","[61.61662171113464, 15.924053557462983, 22.459324731402376]",-0.25714286,1.0,0.2323324342226928,1,64
180,3,67,37.5,4,1,"[0, 100, 0]","[32.89474260554943, 32.18680511141987, 34.91845228303071]","[16.447371302774712, 66.09340255570993, 17.45922614151535]",-0.25714286,1.0,0.3289474260554943,1,65
32,3,25,67,19,1,"[100, 0, 0]","[31.066726282988217, 28.219565167274908, 40.71370854973687]","[65.53336314157762, 14.109782583621639, 20.356854274800742]",-2.05714286,1.0,0.31066726282988216,1,27
96,3,17,100,29,2,"[100, 0, 0]","[38.119077198517175, 33.943721452203704, 27.93720134927913]","[69.05953859767246, 16.97186072552065, 13.968600676806897]",-2.14285714,1.0,0.38119077198517176,1,26
97,3,0,0,27,0,"[100, 0, 0]","[12.050168189274421, 19.16188841677835, 68.78794339394723]","[56.025084096646744, 9.580944202511201, 34.39397170084205]",-2.05714286,1.0,0.12050168189274421,1,22
169,3,0,14.125,9,0,"[100, 0, 0]","[41.934639487032086, 30.33412597096681, 27.731234542001097]","[70.96731916932396, 15.167062038481408, 13.865618792194635]",-1.11428571,1.0,0.4193463948703209,1,49
177,3,50,78.625,9,0,"[100, 0, 0]","[25.162089050549223, 33.81259941196632, 41.02531153748446]","[62.58104452527461, 16.906299705983155, 20.51265576874223]",-0.34285714,1.0,0.25162089050549225,1,63
31,3,0,0,52,0,"[100, 0, 0]","[39.96576032504505, 27.99708454057691, 32.03715513437805]","[69.98288016624758, 13.99854226505546, 16.01857756869696]",-2.14285714,1.0,0.3996576032504505,1,28
95,3,25,67,87,1,"[100, 0, 0]","[24.280328878437636, 28.360211480142322, 47.35945964142003]","[62.14016466502546, 14.180105837031027, 23.679729497943512]",-2.22857143,1.0,0.24280328878437638,1,23
101,3,33,100,27,2,"[100, 0, 0]","[26.176649735735907, 35.20556533483123, 38.61778492943287]","[63.088325059972256, 17.602782573052178, 19.308892366975567]",-2.31428571,1.0,0.2617664973573591,1,20
168,3,20,17.625,14,0,"[100, 0, 0]","[32.31044921657098, 30.03774996608366, 37.65180081734537]","[66.15546155230439, 15.018612448375169, 18.825925999320443]",-1.2,1.0,0.3231044921657098,1,46
175,3,50,9.375,6,0,"[100, 0, 0]","[27.130012831130568, 30.740586322255197, 42.129400846614224]","[63.565006415565286, 15.370293161127599, 21.064700423307116]",-0.42857143,1.0,0.2713001283113057,1,61
176,3,14,9.375,4,0,"[100, 0, 0]","[26.894621176229865, 28.037731151334818, 45.06764767243533]","[63.44731058811493, 14.018865575667409, 22.533823836217667]",-0.42857143,1.0,0.26894621176229866,1,60
187,3,33,0,1,0,"[100, 0, 0]","[49.77561227021548, 24.99453912884808, 25.229848600936442]","[74.88780613510755, 12.49726956442364, 12.614924300468806]",0.42857143,1.0,0.4977561227021548,1,0
190,3,0,19.0,6,0,"[100, 0, 0]","[31.028480654109607, 33.94130138376596, 35.030217962124425]","[65.51424032705481, 16.97065069188298, 17.515108981062216]",1.2,1.0,0.3102848065410961,1,86
195,3,0,119.125,22,0,"[100, 0, 0]","[39.66258294075804, 30.34440333401624, 29.993013725225726]","[69.83129147037903, 15.17220166700812, 14.996506862612863]",1.8,1.0,0.3966258294075804,1,98
209,1,0,0,1,-1,"[0, 0, 0]","[35.35539693093703, 39.98033834420075, 24.664264724862207]","[0, 0, 0]",3.0,1.0,0.35355396930937033,1,-1
30,3,0,100,134,2,"[100, 0, 0]","[36.41510192517309, 31.499270905717324, 32.085627169109586]","[68.207550936269, 15.749635444058383, 16.042813619672614]",-2.4,1.0,0.3641510192517309,1,21
44,3,29,0.0,2,0,"[100, 0, 0]","[18.776502157239936, 31.044510817577436, 50.17898702518263]","[59.388251078619966, 15.522255408788718, 25.089493512591314]",1.71428571,1.0,0.18776502157239935,1,90
46,3,17,0.0,2,0,"[100, 0, 0]","[18.653146322076353, 34.589945845638134, 46.75690783228551]","[59.326573161038176, 17.294972922819067, 23.378453916142757]",1.71428571,1.0,0.18653146322076353,1,89
47,3,30,0.0,2,0,"[100, 0, 0]","[19.733976877710813, 39.33508210791725, 40.93094101437194]","[59.86698843885541, 19.667541053958626, 20.46547050718597]",1.71428571,1.0,0.19733976877710813,1,91
48,3,17,4.25,3,0,"[100, 0, 0]","[20.90746217928255, 44.07684017104404, 35.01569764967341]","[60.45373108964127, 22.03842008552202, 17.507848824836707]",1.71428571,1.0,0.20907462179282552,1,93
49,3,0,20.75,4,0,"[100, 0, 0]","[29.81019666789853, 39.376505106465274, 30.813298225636203]","[64.90509833394927, 19.688252553232637, 15.406649112818101]",1.71428571,1.0,0.2981019666789853,1,97
50,3,0,20.75,4,0,"[100, 0, 0]","[24.069094791738273, 25.88066579048033, 50.0502394177814]","[62.03454739586914, 12.940332895240164, 25.0251197088907]",1.71428571,1.0,0.24069094791738274,1,95
77,3,50,165.375,16,0,"[100, 0, 0]","[36.238375184274965, 28.881811896689662, 34.879812919035366]","[68.11918759216995, 14.440905948372698, 17.439906459457355]",0.34285714,1.0,0.3623837518427496,1,75
164,3,20,1.375,2,0,"[100, 0, 0]","[15.094244101004486, 30.08350065116579, 54.82225524782973]","[57.547122061963975, 15.041750343322274, 27.41112759471375]",-1.37142857,1.0,0.15094244101004486,1,36
165,3,33,37.125,10,0,"[100, 0, 0]","[35.335167889884175, 30.823201581397093, 33.84163052871873]","[67.66758394100498, 15.411600793651079, 16.920815265343943]",-1.28571429,1.0,0.3533516788988418,1,44
166,3,0,148.25,21,0,"[100, 0, 0]","[42.238852805379125, 19.927711983178458, 37.83343521144241]","[71.17521842445879, 9.991015748246374, 18.833765827294833]",-1.37142857,1.0,0.42238852805379123,1,42
167,3,0,16.625,10,0,"[100, 0, 0]","[39.8873085749304, 25.30777765800099, 34.804913767068605]","[69.94463125026613, 12.654162524440085, 17.401206225293787]",-1.28571429,1.0,0.398873085749304,1,45
174,3,0,11.5,4,0,"[100, 0, 0]","[17.939356905854563, 30.8455808250022, 51.21506226914324]","[58.96967845292728, 15.422790412501094, 25.60753113457162]",-0.51428571,1.0,0.17939356905854564,1,56
188,3,0,96.625,7,0,"[100, 0, 0]","[31.692321106529104, 34.12082494769282, 34.18685394577809]","[65.84616055326455, 17.06041247384641, 17.09342697288904]",1.02857143,1.0,0.31692321106529103,1,84
189,3,33,12.875,6,0,"[100, 0, 0]","[23.401754923628808, 31.637704493918466, 44.96054058245272]","[61.7008774618144, 15.818852246959233, 22.48027029122636]",1.11428571,1.0,0.23401754923628806,1,82
194,3,0,20.75,4,0,"[100, 0, 0]","[28.934118339627705, 39.31881333347669, 31.7470683268956]","[64.46705916981385, 19.659406666738345, 15.8735341634478]",1.71428571,1.0,0.28934118339627707,1,96
208,1,0,0,1,-1,"[0, 0, 0]","[31.052173889169993, 44.225979591718875, 24.721846519111146]","[0, 0, 0]",2.91428571,1.0,0.3105217388916999,1,-1
28,3,0,100,9,2,"[100, 0, 0]","[29.018574655902707, 20.896790410403632, 50.08463493369367]","[64.50928732767886, 10.448395205077023, 25.042317467244125]",-2.48571429,1.0,0.29018574655902707,1,18
29,3,0,0,9,0,"[100, 0, 0]","[31.04653300382353, 20.831474593663412, 48.12199240251306]","[65.52326650242088, 10.41573729660494, 24.060996200974174]",-2.48571429,1.0,0.3104653300382353,1,19
59,3,0,58.625,5,0,"[100, 0, 0]","[38.79657266025908, 42.04813614070056, 19.155291199040356]","[69.39828633012954, 21.02406807035028, 9.577645599520181]",0.94285714,1.0,0.3879657266025908,1,83
60,3,0,22.375,4,0,"[100, 0, 0]","[31.202020097200972, 33.885011571303295, 34.91296833149572]","[65.60101004860049, 16.942505785651647, 17.456484165747867]",0.94285714,1.0,0.3120202009720097,1,80
74,3,0,72.5625,7,0,"[100, 0, 0]","[36.42231248554949, 31.556837792440394, 32.02084972201012]","[68.21115625280736, 15.778418892001033, 16.01042485519161]",0.25714286,1.0,0.3642231248554949,1,71
75,3,33,72.5625,7,0,"[100, 0, 0]","[41.07609949231029, 28.848890493900285, 30.07501001378941]","[70.53804974866652, 14.424445247787155, 15.037505003546316]",0.25714286,1.0,0.4107609949231029,1,73
76,3,0,72.5625,7,0,"[100, 0, 0]","[42.99985540428931, 34.80329602677713, 22.19684856893356]","[71.49992770408923, 17.401648017348343, 11.098424278562423]",0.25714286,1.0,0.4299985540428931,1,74
91,3,13,97.25,10,0,"[100, 0, 0]","[31.296014557285943, 29.773582826648703, 38.930402616065344]","[65.6480083751687, 14.886785443580097, 19.46520618125121]",-1.45714286,1.0,0.31296014557285945,1,40
100,3,40,0,34,0,"[100, 0, 0]","[33.15750551096996, 28.935463598619464, 37.90703089041057]","[66.57875275381426, 14.467731802319694, 18.953515443866042]",-2.14285714,1.0,0.33157505510969965,1,25
163,3,0,82.0,11,0,"[100, 0, 0]","[31.279109635721845, 29.2672303634895, 39.453660000788645]","[65.63955499626303, 14.633614256650457, 19.726830747086517]",-1.45714286,1.0,0.31279109635721847,1,39
173,3,29,23.0,6,0,"[100, 0, 0]","[34.97600953400474, 30.186779549058464, 34.8372109169368]","[67.48800476700237, 15.093389774529232, 17.4186054584684]",-0.6,1.0,0.34976009534004737,1,58
185,3,17,4.25,4,0,"[100, 0, 0]","[37.0133441486743, 35.025142805229194, 27.96151304609651]","[68.50667207433715, 17.512571402614597, 13.980756523048257]",-0.6,1.0,0.370133441486743,1,59
201,1,0,0,1,-1,"[0, 0, 0]","[43.10995512411748, 35.03869990584461, 21.851344970037925]","[0, 0, 0]",2.31428571,1.0,0.43109955124117477,1,-1
207,1,0,0,1,-1,"[0, 0, 0]","[27.778592705306288, 44.15993254142939, 28.061474753264328]","[0, 0, 0]",2.82857143,1.0,0.2777859270530629,1,-1
27,3,50,33,8,0,"[100, 0, 0]","[26.996251777788398, 29.297726537365033, 43.70602168484657]","[63.49812588889333, 14.648863268682849, 21.853010842423824]",-2.57142857,1.0,0.269962517777884,1,16
33,3,0,67,4,1,"[100, 0, 0]","[19.924589978218922, 26.006326245348088, 54.06908377643299]","[59.96229498861432, 13.003163122656582, 27.03454188872911]",-2.57142857,1.0,0.1992458997821892,1,14
34,3,40,33,4,0,"[100, 0, 0]","[15.968275689264097, 24.220545096840123, 59.811179213895784]","[57.98413784843259, 12.11027254322258, 29.905589608344833]",-2.57142857,1.0,0.15968275689264097,1,13
39,3,100,588.375,20,2,"[0, 0, 100]","[13.24301940440787, 29.41676388615313, 57.340216709439005]","[6.621510154284705, 14.708382222344069, 78.67010762337122]",-2.57142857,1.0,0.1324301940440787,1,12
42,3,33,182.0,20,0,"[100, 0, 0]","[27.983977440771017, 32.0886134691404, 39.92740909008858]","[63.99198872038551, 16.0443067345702, 19.96370454504429]",1.62857143,1.0,0.2798397744077102,1,94
58,3,20,37.375,8,0,"[100, 0, 0]","[41.042178973646465, 42.706914679923194, 16.250906346430348]","[70.52108948682323, 21.353457339961597, 8.125453173215174]",0.85714286,1.0,0.41042178973646465,1,81
73,3,25,250.609375,18,0,"[100, 0, 0]","[25.92934015023133, 32.01407327947231, 42.05658657029636]","[62.964668413644965, 16.007037705611328, 21.028293880743707]",0.17142857,1.0,0.2592934015023133,1,70
88,3,14,189.5,14,0,"[100, 0, 0]","[28.28158553605831, 23.898817445740566, 47.81959701820113]","[64.14079278110518, 11.949408704658076, 23.909798514236744]",-1.54285714,1.0,0.28281585536058307,1,38
99,3,50,50,1,0,"[100, 0, 0]","[11.156708137031476, 17.510830955990826, 71.3324609069777]","[55.57835452576582, 8.755415921548673, 35.666229552685515]",-2.31428571,1.0,0.11156708137031476,1,1
161,3,25,100,4,2,"[100, 0, 0]","[27.298087139330374, 31.940609091939354, 40.761303768730286]","[63.64904372286919, 15.970304593479728, 20.38065168365108]",-2.57142857,1.0,0.27298087139330374,1,17
170,3,0,10.5,7,0,"[100, 0, 0]","[43.83814133470747, 30.91500816074861, 25.24685050454391]","[71.91907066862441, 15.457504079561952, 12.623425251813641]",-1.11428571,1.0,0.4383814133470747,1,50
172,3,17,0.0,2,0,"[100, 0, 0]","[15.949468638822676, 28.108871714489936, 55.941659646687384]","[57.97473431941134, 14.054435857244968, 27.970829823343696]",-0.68571429,1.0,0.15949468638822675,1,52
184,3,0,11.625,4,0,"[100, 0, 0]","[31.136876360214433, 40.620492981091694, 28.242630658693873]","[65.56843818010722, 20.310246490545847, 14.121315329346935]",-0.68571429,1.0,0.3113687636021443,1,57
200,1,0,0,1,-1,"[0, 0, 0]","[40.98290113348722, 31.04202433230633, 27.975074534206453]","[0, 0, 0]",2.22857143,1.0,0.40982901133487215,1,-1
206,1,0,0,1,-1,"[0, 0, 0]","[30.04280593767915, 40.80003308572176, 29.157160976599084]","[0, 0, 0]",2.74285714,1.0,0.3004280593767915,1,-1
11,3,67,0,10,0,"[0, 100, 0]","[8.903038022942136, 13.197269897498618, 77.89969207955924]","[4.451519492719797, 56.59863549495204, 38.949845012328154]",-2.65714286,1.0,0.08903038022942136,1,4
25,3,50,100,9,2,"[100, 0, 0]","[35.075965300497394, 24.11217464336735, 40.81186005613525]","[67.53798265016655, 12.056087321587182, 20.405930028246267]",-2.65714286,1.0,0.3507596530049739,1,15
57,3,13,51.25,6,0,"[100, 0, 0]","[30.88279661396597, 37.89055186025437, 31.226651525779666]","[65.44139830697478, 18.945275930136102, 15.613325762889124]",0.77142857,1.0,0.3088279661396597,1,79
63,3,24,33.75,5,0,"[100, 0, 0]","[22.035911913038607, 28.85062119655898, 49.11346689040242]","[61.0179559565193, 14.425310598279491, 24.556733445201214]",-0.77142857,1.0,0.22035911913038608,1,55
72,3,0,33.875,6,0,"[100, 0, 0]","[32.05811733702644, 29.93785195425554, 38.00403070871802]","[66.02906189870046, 14.968924845701123, 19.00201325559842]",0.08571429,1.0,0.32058117337026437,1,69
80,3,0,31.375,11,0,"[100, 0, 0]","[27.36197256232515, 27.82119104005613, 44.81683639761872]","[63.68098621562646, 13.910594868722173, 22.40841891565137]",-1.2,1.0,0.2736197256232515,1,43
86,3,11,97.375,6,0,"[100, 0, 0]","[25.023296905041708, 28.872604566517506, 46.10409852844078]","[62.51164845254179, 14.436302283157504, 23.0520492643007]",-1.62857143,1.0,0.2502329690504171,1,35
183,3,17,18.75,4,0,"[100, 0, 0]","[21.780202338193323, 28.042824266010136, 50.176973395796544]","[60.89010116909666, 14.021412133005063, 25.088486697898272]",-0.77142857,1.0,0.21780202338193322,1,54
193,3,17,134.375,13,0,"[100, 0, 0]","[32.08522706926958, 38.90160322383569, 29.013169706894722]","[66.0426135346348, 19.450801611917846, 14.506584853447361]",1.54285714,1.0,0.3208522706926958,1,92
199,1,0,0,1,-1,"[0, 0, 0]","[29.760025348905746, 39.10821198328357, 31.131762667810687]","[0, 0, 0]",2.14285714,1.0,0.29760025348905744,1,-1
205,1,0,0,1,-1,"[0, 0, 0]","[31.860012410580218, 39.20640133164506, 28.933586257774717]","[0, 0, 0]",2.65714286,1.0,0.3186001241058022,1,-1
8,3,100,334.53125,10,2,"[0, 0, 100]","[9.150649230194082, 10.98696571587559, 79.86238505393032]","[4.575324602107407, 5.493482882722876, 89.93119251516971]",-2.74285714,1.0,0.09150649230194081,1,5
9,3,60,67,4,1,"[100, 0, 0]","[16.989292114204677, 27.67870159670168, 55.33200628909365]","[58.49464602328412, 13.839350822560753, 27.66600315415514]",-2.74285714,1.0,0.16989292114204677,1,11
36,3,17,33,58,0,"[100, 0, 0]","[22.11542145150184, 22.100778630199528, 55.78379991829863]","[61.05771066290747, 11.050389382912442, 27.891899954180094]",-2.14285714,1.0,0.2211542145150184,1,24
41,3,0,6.25,2,0,"[100, 0, 0]","[23.958081028408078, 35.38422124710241, 40.65769772448951]","[61.97904051420404, 17.692110623551205, 20.328848862244755]",1.45714286,1.0,0.23958081028408076,1,87
55,3,33,36.5,4,0,"[100, 0, 0]","[28.97183207418921, 36.089325167531136, 34.93884275827965]","[64.48591603535736, 18.044662583309727, 17.469421381332907]",0.68571429,1.0,0.2897183207418921,1,78
62,3,0,51.5625,4,0,"[100, 0, 0]","[26.1393017527163, 24.025822576305604, 49.83487567097809]","[63.06965087635649, 12.012911288154259, 24.917437835489253]",-0.85714286,1.0,0.261393017527163,1,53
71,3,17,50.5,7,0,"[100, 0, 0]","[38.234300873533336, 28.03440031479151, 33.73129881167515]","[69.11657404240461, 14.017702174555396, 16.865723783039993]",0.0,1.0,0.38234300873533333,1,68
79,3,0,17.25,3,0,"[100, 0, 0]","[23.741313259648887, 37.90242743384798, 38.356259306503134]","[61.870656629853336, 18.951213716952264, 19.178129653194397]",-1.71428571,1.0,0.23741313259648889,1,33
81,3,20,22.25,4,0,"[100, 0, 0]","[12.95235672141455, 18.531169259756677, 68.51647401882877]","[56.47633784725763, 9.26541920354211, 34.25824294920026]",-1.28571429,1.0,0.12952356721414549,1,37
83,3,60,14.75,3,0,"[100, 0, 0]","[23.847997084056086, 34.252930439449756, 41.89907247649415]","[61.92399854204649, 17.126465219636174, 20.949536238317343]",-1.71428571,1.0,0.23847997084056086,1,34
182,3,0,37.5,3,0,"[100, 0, 0]","[24.901329196046742, 25.234964317811865, 49.86370648614139]","[62.45066459802383, 12.617482158905952, 24.931853243070222]",-0.85714286,1.0,0.24901329196046743,1,51
198,1,0,0,1,-1,"[0, 0, 0]","[44.09724337473093, 30.84391981328367, 25.058836811985397]","[0, 0, 0]",2.05714286,1.0,0.4409724337473093,1,-1
204,1,0,0,1,-1,"[0, 0, 0]","[26.05124082699961, 32.32737120335411, 41.62138796964628]","[0, 0, 0]",2.57142857,1.0,0.2605124082699961,1,-1
